제품코드,수량,송장 번호
A103,1,c119030310003
C102,3,c119030710002
E104,5,c119030710002
C107,4,c119030710002
B103,2,c119030710002
B104,3,c119030810002
A104,6,c119030810002
A107,4,c119030810002
A105,2,c119030810002
E103,3,c119030910003
D103,3,c119030910003
D108,4,c119030910003
D104,3,c119030910003
A105,5,c119031110002
A102,4,c119031110002
A103,2,c119031110002
B106,5,c119031110002
C104,2,c119032610002
B101,3,c119032610002
A105,3,c119032610002
C102,1,c119032610002
B105,3,c119032710002
A108,1,c119032710002
A110,7,c119032710002
D108,2,c119032710002
A108,1,c119033010002
E102,4,c119033010002
B105,3,c119033010002
A105,2,c119033010002
E102,4,c119040210001
B104,3,c119040210001
A110,6,c119040210001
C103,7,c119040210001
B107,5,c119040310001
D108,3,c119040310001
E103,6,c119040310001
A110,3,c119040310001
E101,2,c119040810001
C103,2,c119040810001
E104,3,c119040810001
D103,3,c119040810001
C101,1,c119040910001
B105,3,c119040910001
C104,1,c119040910001
D102,7,c119040910001
C107,2,c119042610003
D107,5,c119042610003
E104,2,c119042610003
A104,1,c119042610003
A107,4,c119050210001
D105,4,c119050210001
A109,2,c119050210001
C107,1,c119050210001
A110,2,c119050310001
E102,2,c119050310001
E104,3,c119050310001
A105,4,c119050310001
C101,2,c217010110002
D106,2,c217010110002
C108,1,c217010110002
B105,2,c217010110002
B107,3,c217010210002
E102,1,c217010210002
A106,4,c217010210002
A103,2,c217010210002
D105,4,c217010310003
E105,6,c217010310003
E102,3,c217010310003
C104,5,c217010310003
A107,2,c217010510003
D105,5,c217010510003
E105,7,c217010510003
A104,5,c217010510003
B103,4,c217010910002
C102,2,c217010910002
E105,3,c217010910002
A104,4,c217010910002
A109,5,c217011110002
A101,2,c217011110002
D103,7,c217011110002
D101,5,c217011110002
B107,4,c217011310002
E102,3,c217011310002
E101,7,c217011310002
A103,4,c217011310002
C102,5,c217012210002
A105,3,c217012210002
A106,2,c217012210002
C106,5,c217012210002
C107,5,c217012410002
E103,2,c217012410002
C105,8,c217012410002
C108,2,c217012410002
D109,3,c217021110003
D107,4,c217021110003
A107,3,c217021110003
A103,3,c217021110003
C102,7,c217021610003
E104,3,c217021610003
C107,2,c217021610003
B103,1,c217021610003
B104,1,c217021710003
A104,3,c217021710003
A107,3,c217021710003
A105,2,c217021710003
E103,4,c217022410003
D103,4,c217022410003
D108,4,c217022410003
D104,3,c217022410003
A105,2,c217022510003
A102,4,c217022510003
A103,5,c217022510003
B106,7,c217022510003
C104,6,c217022710003
B101,3,c217022710003
A105,2,c217022710003
C102,3,c217022710003
B105,7,c217030610001
A108,1,c217030610001
A110,3,c217030610001
D108,2,c217030610001
A108,2,c217030810001
E102,4,c217030810001
B105,7,c217030810001
A105,5,c217030810001
E102,4,c217040410003
B104,3,c217040410003
A110,9,c217040410003
C103,2,c217040410003
B107,3,c217041010003
D108,1,c217041010003
E103,4,c217041010003
A110,2,c217041010003
E101,1,c217041310003
C103,3,c217041310003
E104,3,c217041310003
D103,5,c217041310003
C101,4,c217041410003
B105,1,c217041410003
C104,2,c217041410003
D102,1,c217041410003
C107,3,c217041710003
D107,5,c217041710003
E104,4,c217041710003
A104,2,c217041710003
A107,3,c217042610003
D105,6,c217042610003
A109,4,c217042610003
C107,2,c217042610003
A110,3,c217042710003
E102,3,c217042710003
E104,4,c217042710003
A105,3,c217042710003
C101,5,c217042910002
D106,4,c217042910002
C108,2,c217042910002
B105,5,c217042910002
B107,2,c217043010002
E102,3,c217043010002
A106,3,c217043010002
A103,1,c217043010002
D105,3,c217052510003
E105,1,c217052510003
E102,7,c217052510003
C104,2,c217052510003
A107,1,c217052610003
D105,4,c217052610003
E105,3,c217052610003
A104,2,c217052610003
B103,4,c217060210002
C102,3,c217060210002
E105,6,c217060210002
A104,7,c217060210002
A109,5,c217060510002
A101,3,c217060510002
D103,6,c217060510002
D101,3,c217060510002
B107,2,c217061010002
E102,2,c217061010002
E101,3,c217061010002
A103,3,c217061010002
C102,1,c217061510002
A105,3,c217061510002
A106,1,c217061510002
C106,7,c217061510002
C107,2,c217062410002
E103,5,c217062410002
C105,2,c217062410002
C108,1,c217062410002
D109,4,c217062510002
D107,4,c217062510002
A107,2,c217062510002
A103,1,c217062510002
C102,2,c217062510003
E104,2,c217062510003
C107,3,c217062510003
B103,4,c217062510003
B104,2,c217062710003
A104,2,c217062710003
A107,1,c217062710003
A105,2,c217062710003
E103,3,c217070710001
D103,1,c217070710001
D108,4,c217070710001
D104,2,c217070710001
A105,4,c217070910001
A102,6,c217070910001
A103,3,c217070910001
B106,5,c217070910001
C104,2,c217071910001
B101,5,c217071910001
A105,7,c217071910001
C102,5,c217071910001
B105,4,c217072110001
A108,2,c217072110001
A110,3,c217072110001
D108,4,c217072110001
A108,5,c217072810001
E102,2,c217072810001
B105,7,c217072810001
A105,5,c217072810001
E102,4,c217080610002
B104,3,c217080610002
A110,7,c217080610002
C103,4,c217080610002
B107,5,c217080710002
D108,3,c217080710002
E103,2,c217080710002
A110,5,c217080710002
E101,5,c217081310002
C103,2,c217081310002
E104,8,c217081310002
D103,2,c217081310002
C101,3,c217081410002
B105,4,c217081410002
C104,3,c217081410002
D102,3,c217081410002
C107,7,c217082310001
D107,3,c217082310001
E104,2,c217082310001
A104,1,c217082310001
A107,1,c217082410001
D105,3,c217082410001
A109,3,c217082410001
C107,2,c217082410001
A110,4,c217082710001
E102,4,c217082710001
E104,4,c217082710001
A105,3,c217082710001
C101,2,c217083110001
D106,4,c217083110001
C108,5,c217083110001
B105,7,c217083110001
B107,6,c217090110003
E102,3,c217090110003
A106,2,c217090110003
A103,3,c217090110003
D105,7,c217090610003
E105,1,c217090610003
E102,3,c217090610003
C104,2,c217090610003
A107,2,c217090710003
D105,4,c217090710003
E105,7,c217090710003
A104,5,c217090710003
B103,4,c217090810003
C102,3,c217090810003
E105,9,c217090810003
A104,2,c217090810003
A109,3,c217092010002
A101,1,c217092010002
D103,4,c217092010002
D101,2,c217092010002
B107,1,c217092110002
E102,3,c217092110002
E101,3,c217092110002
A103,5,c217092110002
C102,4,c217092610002
A105,1,c217092610002
A106,2,c217092610002
C106,1,c217092610002
C107,3,c217093010002
E103,5,c217093010002
C105,4,c217093010002
C108,2,c217093010002
D109,3,c217100610003
D107,6,c217100610003
A107,4,c217100610003
A103,2,c217100610003
C102,3,c217101010002
E104,3,c217101010002
C107,4,c217101010002
B103,3,c217101010002
B104,5,c217101110002
A104,4,c217101110002
A107,2,c217101110002
A105,5,c217101110002
E103,2,c217101210003
D103,3,c217101210003
D108,3,c217101210003
D104,1,c217101210003
B107,5,c217101310003
D108,2,c217101310003
E103,1,c217101310003
A110,4,c217101310003
E101,4,c217101410002
C103,2,c217101410002
E104,1,c217101410002
D103,2,c217101410002
C101,2,c217101810003
B105,3,c217101810003
C104,4,c217101810003
D102,2,c217101810003
C107,2,c217110610001
D107,1,c217110610001
E104,2,c217110610001
A104,3,c217110610001
A107,1,c217111110001
D105,4,c217111110001
A109,2,c217111110001
C107,4,c217111110001
A110,6,c217111210001
E102,3,c217111210001
E104,5,c217111210001
A105,2,c217111210001
C101,5,c217111610001
D106,7,c217111610001
C108,5,c217111610001
B105,4,c217111610001
B107,2,c217111710001
E102,3,c217111710001
A106,4,c217111710001
A103,5,c217111710001
D105,2,c217112210001
E105,7,c217112210001
E102,5,c217112210001
C104,4,c217112210001
A107,3,c217112310001
D105,7,c217112310001
E105,4,c217112310001
A104,5,c217112310001
B103,3,c217112410001
C102,2,c217112410001
E105,5,c217112410001
A104,5,c217112410001
A109,2,c217113010001
A101,8,c217113010001
D103,2,c217113010001
D101,3,c217113010001
B107,4,c217120510001
E102,3,c217120510001
E101,3,c217120510001
A103,7,c217120510001
C102,3,c217120610001
A105,2,c217120610001
A106,1,c217120610001
C106,1,c217120610001
C107,3,c217121110001
E103,3,c217121110001
C105,2,c217121110001
C108,4,c217121110001
D109,4,c217121510001
D107,4,c217121510001
A107,3,c217121510001
A103,2,c217121510001
C102,4,c217121610001
E104,5,c217121610001
C107,7,c217121610001
B103,6,c217121610001
B104,3,c217122110001
A104,2,c217122110001
A107,3,c217122110001
A105,7,c217122110001
E103,1,c217122210001
D103,3,c217122210001
D108,2,c217122210001
D104,2,c217122210001
A105,4,c217122310001
A102,7,c217122310001
A103,5,c217122310001
B106,4,c217122310001
C104,3,c218010410002
B101,9,c218010410002
A105,2,c218010410002
C102,3,c218010410002
B105,1,c218011010002
A108,4,c218011010002
A110,2,c218011010002
D108,1,c218011010002
A108,3,c218011110002
E102,3,c218011110002
B105,5,c218011110002
A105,4,c218011110002
E102,1,c218011610002
B104,2,c218011610002
A110,1,c218011610002
C103,3,c218011610002
B107,5,c218012010002
D108,4,c218012010002
E103,2,c218012010002
A110,3,c218012010002
E101,6,c218012110002
C103,4,c218012110002
E104,2,c218012110002
D103,3,c218012110002
C101,3,c218012810001
B105,4,c218012810001
C104,3,c218012810001
D102,5,c218012810001
C107,4,c218013110001
D107,2,c218013110001
E104,5,c218013110001
A104,2,c218013110001
A107,3,c218021510002
D105,3,c218021510002
A109,1,c218021510002
C107,3,c218021510002
A110,1,c218021810003
E102,7,c218021810003
E104,2,c218021810003
A105,1,c218021810003
C101,4,c218021910002
D106,3,c218021910002
C108,2,c218021910002
B105,4,c218021910002
B107,3,c218021910003
E102,6,c218021910003
A106,7,c218021910003
A103,5,c218021910003
D105,3,c218022010002
E105,6,c218022010002
E102,3,c218022010002
C104,2,c218022010002
A107,2,c218022210003
D105,3,c218022210003
E105,3,c218022210003
A104,1,c218022210003
B103,3,c218022310001
C102,1,c218022310001
E105,7,c218022310001
A104,2,c218022310001
A109,1,c218022410001
A101,4,c218022410001
D103,3,c218022410001
D101,2,c218022410001
B107,4,c218022510002
E102,3,c218022510002
E101,6,c218022510002
A103,7,c218022510002
C102,2,c218022610002
A105,3,c218022610002
A106,3,c218022610002
C106,1,c218022610002
C107,3,c218022710002
E103,1,c218022710002
C105,7,c218022710002
C108,2,c218022710002
D109,1,c218022710003
D107,4,c218022710003
A107,3,c218022710003
A103,2,c218022710003
C102,4,c218022810003
E104,3,c218022810003
C107,6,c218022810003
B103,7,c218022810003
B104,5,c218030110001
A104,2,c218030110001
A107,1,c218030110001
A105,4,c218030110001
E103,4,c218030210001
D103,2,c218030210001
D108,1,c218030210001
D104,2,c218030210001
B107,2,c218030910001
D108,3,c218030910001
E103,4,c218030910001
A110,2,c218030910001
E101,2,c218031010001
C103,1,c218031010001
E104,2,c218031010001
D103,3,c218031010001
C101,1,c218040310002
B105,4,c218040310002
C104,2,c218040310002
D102,4,c218040310002
C107,6,c218040910002
D107,3,c218040910002
E104,5,c218040910002
A104,2,c218040910002
A107,5,c218041810001
D105,7,c218041810001
A109,5,c218041810001
C107,4,c218041810001
A110,2,c218041910001
E102,3,c218041910001
E104,4,c218041910001
A105,5,c218041910001
C101,2,c218042510001
D106,7,c218042510001
C108,5,c218042510001
B105,4,c218042510001
B107,3,c218042610001
E102,7,c218042610001
A106,4,c218042610001
A103,5,c218042610001
D105,3,c218042910001
E105,2,c218042910001
E102,5,c218042910001
C104,5,c218042910001
A107,2,c218050110002
D105,8,c218050110002
E105,2,c218050110002
A104,3,c218050110002
B103,4,c218050210002
C102,3,c218050210002
E105,3,c218050210002
A104,7,c218050210002
A109,3,c218050510002
A101,2,c218050510002
D103,1,c218050510002
D101,1,c218050510002
B107,3,c218050510003
E102,3,c218050510003
E101,2,c218050510003
A103,4,c218050510003
C102,4,c218050610003
A105,4,c218050610003
A106,3,c218050610003
C106,2,c218050610003
C107,4,c218050810001
E103,5,c218050810001
C105,7,c218050810001
C108,6,c218050810001
D109,3,c218050910001
D107,2,c218050910001
A107,3,c218050910001
A103,7,c218050910001
C102,1,c218050910002
E104,3,c218050910002
C107,2,c218050910002
B103,2,c218050910002
B104,4,c218051110003
A104,7,c218051110003
A107,5,c218051110003
A105,4,c218051110003
E103,3,c218051210003
D103,9,c218051210003
D108,2,c218051210003
D104,3,c218051210003
A105,1,c218051510002
A102,4,c218051510002
A103,2,c218051510002
B106,1,c218051510002
C104,3,c218051610001
B101,3,c218051610001
A105,5,c218051610001
C102,4,c218051610001
B105,1,c218051610002
A108,2,c218051610002
A110,1,c218051610002
D108,3,c218051610002
A108,5,c218051710003
E102,4,c218051710003
B105,2,c218051710003
A105,3,c218051710003
E102,6,c218051810003
B104,4,c218051810003
A110,2,c218051810003
C103,3,c218051810003
B107,3,c218051910003
D108,4,c218051910003
E103,3,c218051910003
A110,5,c218051910003
E101,4,c218052510003
C103,2,c218052510003
E104,5,c218052510003
D103,2,c218052510003
C101,3,c218052610003
B105,3,c218052610003
C104,1,c218052610003
D102,3,c218052610003
C107,1,c218060510003
D107,7,c218060510003
E104,2,c218060510003
A104,1,c218060510003
A107,4,c218060910003
D105,3,c218060910003
A109,2,c218060910003
C107,4,c218060910003
A110,3,c218061010003
E102,6,c218061010003
E104,7,c218061010003
A105,5,c218061010003
C101,3,c218061510003
D106,6,c218061510003
C108,3,c218061510003
B105,2,c218061510003
B107,2,c218061610003
E102,3,c218061610003
A106,3,c218061610003
A103,1,c218061610003
D105,3,c218061710003
E105,1,c218061710003
E102,7,c218061710003
C104,2,c218061710003
A107,5,c218062910002
D105,2,c218062910002
E105,1,c218062910002
A104,4,c218062910002
B103,4,c218063010002
C102,2,c218063010002
E105,1,c218063010002
A104,2,c218063010002
A109,2,c218072710003
A101,3,c218072710003
D103,4,c218072710003
D101,2,c218072710003
B107,2,c218073110003
E102,1,c218073110003
E101,2,c218073110003
A103,3,c218073110003
C102,1,c218080110001
A105,4,c218080110001
A106,2,c218080110001
C106,4,c218080110001
C107,6,c218080610001
E103,3,c218080610001
C105,5,c218080610001
C108,2,c218080610001
D109,5,c218080710001
D107,7,c218080710001
A107,5,c218080710001
A103,4,c218080710001
C102,2,c218080810001
E104,3,c218080810001
C107,4,c218080810001
B103,5,c218080810001
B104,2,c218081410001
A104,7,c218081410001
A107,5,c218081410001
A105,4,c218081410001
E103,3,c218081510001
D103,7,c218081510001
D108,4,c218081510001
D104,5,c218081510001
B107,3,c218082010003
D108,2,c218082010003
E103,5,c218082010003
A110,5,c218082010003
E101,2,c218082110003
C103,8,c218082110003
E104,2,c218082110003
D103,3,c218082110003
C101,4,c218090110003
B105,3,c218090110003
C104,3,c218090110003
D102,7,c218090110003
C107,3,c218090210003
D107,2,c218090210003
E104,1,c218090210003
A104,1,c218090210003
A107,3,c218090710003
D105,3,c218090710003
A109,2,c218090710003
C107,4,c218090710003
A110,4,c218091110001
E102,4,c218091110001
E104,3,c218091110001
A105,2,c218091110001
C101,4,c218091210001
D106,5,c218091210001
C108,7,c218091210001
B105,6,c218091210001
B107,3,c218091510002
E102,2,c218091510002
A106,3,c218091510002
A103,7,c218091510002
D105,1,c218091710001
E105,3,c218091710001
E102,2,c218091710001
C104,2,c218091710001
A107,4,c218092110001
D105,7,c218092110001
E105,5,c218092110001
A104,4,c218092110001
B103,3,c218092110002
C102,9,c218092110002
E105,2,c218092110002
A104,3,c218092110002
A109,1,c218092210001
A101,4,c218092210001
D103,2,c218092210001
D101,1,c218092210001
B107,3,c218092210002
E102,3,c218092210002
E101,5,c218092210002
A103,4,c218092210002
C102,1,c218092710001
A105,2,c218092710001
A106,1,c218092710001
C106,3,c218092710001
C107,5,c218092710002
E103,4,c218092710002
C105,2,c218092710002
C108,3,c218092710002
D109,6,c218100110003
D107,4,c218100110003
A107,2,c218100110003
A103,3,c218100110003
C102,3,c218101010002
E104,4,c218101010002
C107,3,c218101010002
B103,5,c218101010002
B104,4,c218101410002
A104,2,c218101410002
A107,5,c218101410002
A105,2,c218101410002
E103,3,c218102010002
D103,3,c218102010002
D108,1,c218102010002
D104,3,c218102010002
A105,1,c218102110002
A102,7,c218102110002
A103,2,c218102110002
B106,1,c218102110002
C104,4,c218102610002
B101,3,c218102610002
A105,2,c218102610002
C102,4,c218102610002
B105,3,c218103010002
A108,6,c218103010002
A110,7,c218103010002
D108,5,c218103010002
A108,3,c218111310003
E102,6,c218111310003
B105,3,c218111310003
A105,2,c218111310003
E102,2,c218111410003
B104,3,c218111410003
A110,3,c218111410003
C103,1,c218111410003
B107,3,c218111910003
D108,1,c218111910003
E103,7,c218111910003
A110,2,c218111910003
E101,5,c218112010003
C103,2,c218112010003
E104,1,c218112010003
D103,4,c218112010003
C101,4,c218112610003
B105,2,c218112610003
C104,1,c218112610003
D102,2,c218112610003
C107,2,c218112710003
D107,3,c218112710003
E104,4,c218112710003
A104,2,c218112710003
A107,2,c218113010003
D105,1,c218113010003
A109,2,c218113010003
C107,3,c218113010003
A110,1,c218120110003
E102,4,c218120110003
E104,2,c218120110003
A105,4,c218120110003
C101,6,c218120210003
D106,3,c218120210003
C108,5,c218120210003
B105,2,c218120210003
B107,5,c218120510003
E102,7,c218120510003
A106,5,c218120510003
A103,4,c218120510003
D105,2,c218122510003
E105,3,c218122510003
E102,4,c218122510003
C104,5,c218122510003
A107,2,c218122610003
D105,7,c218122610003
E105,5,c218122610003
A104,4,c218122610003
B103,3,c219010110002
C102,7,c219010110002
E105,4,c219010110002
A104,5,c219010110002
A109,3,c219010210001
A101,2,c219010210001
D103,5,c219010210001
D101,5,c219010210001
B107,2,c219010310001
E102,8,c219010310001
E101,2,c219010310001
A103,3,c219010310001
C102,4,c219010410002
A105,3,c219010410002
A106,3,c219010410002
C106,7,c219010410002
C107,3,c219010610001
E103,2,c219010610001
C105,1,c219010610001
C108,1,c219010610001
D109,3,c219010810002
D107,3,c219010810002
A107,2,c219010810002
A103,4,c219010810002
C102,4,c219011010001
E104,4,c219011010001
C107,3,c219011010001
B103,2,c219011010001
B104,4,c219011410002
A104,5,c219011410002
A107,7,c219011410002
A105,6,c219011410002
E103,3,c219011510002
D103,2,c219011510002
D108,3,c219011510002
D104,7,c219011510002
B107,1,c219012410001
D108,3,c219012410001
E103,2,c219012410001
A110,2,c219012410001
E101,4,c219012510001
C103,7,c219012510001
E104,5,c219012510001
D103,4,c219012510001
C101,3,c219013110001
B105,9,c219013110001
C104,2,c219013110001
D102,3,c219013110001
C107,1,c219020110003
D107,4,c219020110003
E104,2,c219020110003
A104,1,c219020110003
A107,3,c219020410003
D105,3,c219020410003
A109,5,c219020410003
C107,4,c219020410003
A110,1,c219020810003
E102,2,c219020810003
E104,1,c219020810003
A105,3,c219020810003
C101,5,c219021410003
D106,4,c219021410003
C108,2,c219021410003
B105,3,c219021410003
B107,6,c219021510003
E102,4,c219021510003
A106,2,c219021510003
A103,3,c219021510003
D105,3,c219022110002
E105,4,c219022110002
E102,3,c219022110002
C104,5,c219022110002
A107,4,c219022210002
D105,2,c219022210002
E105,5,c219022210002
A104,2,c219022210002
B103,3,c219022810002
C102,3,c219022810002
E105,1,c219022810002
A104,5,c219022810002
A109,2,c219031010003
A101,1,c219031010003
D103,4,c219031010003
D101,4,c219031010003
B107,2,c219031510003
E102,1,c219031510003
E101,2,c219031510003
A103,2,c219031510003
C102,3,c219031810002
A105,4,c219031810002
A106,2,c219031810002
C106,2,c219031810002
C107,1,c219031910002
E103,2,c219031910002
C105,3,c219031910002
C108,1,c219031910002
D109,4,c219031910003
D107,2,c219031910003
A107,4,c219031910003
A103,6,c219031910003
C102,3,c219032010003
E104,5,c219032010003
C107,2,c219032010003
B103,5,c219032010003
B104,7,c219032510003
A104,5,c219032510003
A107,4,c219032510003
A105,2,c219032510003
E103,3,c219032610003
D103,4,c219032610003
D108,5,c219032610003
D104,2,c219032610003
A105,7,c219032710003
A102,5,c219032710003
A103,4,c219032710003
B106,3,c219032710003
C104,7,c219040310002
B101,4,c219040310002
A105,5,c219040310002
C102,3,c219040310002
B105,2,c219040410002
A108,5,c219040410002
A110,5,c219040410002
D108,2,c219040410002
A108,8,c219041310001
E102,2,c219041310001
B105,3,c219041310001
A105,4,c219041310001
E102,3,c219041410001
B104,3,c219041410001
A110,7,c219041410001
C103,3,c219041410001
B107,2,c219041910001
D108,1,c219041910001
E103,1,c219041910001
A110,3,c219041910001
E101,3,c219042010001
C103,2,c219042010001
E104,4,c219042010001
D103,4,c219042010001
C101,4,c219042110001
B105,3,c219042110001
C104,2,c219042110001
D102,4,c219042110001
C107,5,c219042710001
D107,7,c219042710001
E104,6,c219042710001
A104,3,c219042710001
A107,2,c219042810001
D105,3,c219042810001
A109,7,c219042810001
C107,1,c219042810001
A110,3,c219050110002
E102,2,c219050110002
E104,2,c219050110002
A105,4,c219050110002
C101,7,c219050210003
D106,5,c219050210003
C108,4,c219050210003
B105,3,c219050210003
B107,9,c219050310003
E102,2,c219050310003
A106,3,c219050310003
A103,1,c219050310003
D105,4,c219050610002
E105,2,c219050610002
E102,1,c219050610002
C104,3,c219050610002
A107,3,c219050710002
D105,5,c219050710002
E105,4,c219050710002
A104,1,c219050710002
B103,2,c219050810001
C102,1,c219050810001
E105,3,c219050810001
A104,5,c219050810001
A109,4,c219050810002
A101,2,c219050810002
D103,3,c219050810002
D101,6,c219050810002
B107,4,c219050810003
E102,2,c219050810003
E101,3,c219050810003
A103,3,c219050810003
C102,4,c219051210001
A105,3,c219051210001
A106,5,c219051210001
C106,4,c219051210001
C107,2,c317011510003
E103,5,c317011510003
C105,2,c317011510003
C108,3,c317011510003
D109,3,c317011610003
D107,1,c317011610003
A107,3,c317011610003
A103,1,c317011610003
C102,7,c317012010003
E104,2,c317012010003
C107,1,c317012010003
B103,4,c317012010003
B104,3,c317020110001
A104,2,c317020110001
A107,4,c317020110001
A105,3,c317020110001
E103,6,c317020310001
D103,7,c317020310001
D108,5,c317020310001
D104,3,c317020310001
B107,6,c317020410001
D108,3,c317020410001
E103,2,c317020410001
A110,2,c317020410001
E101,3,c317020510001
C103,3,c317020510001
E104,1,c317020510001
D103,3,c317020510001
C101,1,c317021410001
B105,7,c317021410001
C104,2,c317021410001
D102,1,c317021410001
C107,4,c317030610002
D107,3,c317030610002
E104,2,c317030610002
A104,4,c317030610002
A107,3,c317030810002
D105,6,c317030810002
A109,7,c317030810002
C107,2,c317030810002
A110,3,c317031010002
E102,3,c317031010002
E104,1,c317031010002
A105,3,c317031010002
C101,1,c317031110002
D106,7,c317031110002
C108,2,c317031110002
B105,1,c317031110002
B107,4,c317031410001
E102,3,c317031410001
A106,2,c317031410001
A103,4,c317031410001
D105,3,c317031810001
E105,6,c317031810001
E102,7,c317031810001
C104,5,c317031810001
A107,2,c317031810003
D105,1,c317031810003
E105,4,c317031810003
A104,4,c317031810003
B103,2,c317031910003
C102,1,c317031910003
E105,2,c317031910003
A104,2,c317031910003
A109,3,c317032210003
A101,4,c317032210003
D103,2,c317032210003
D101,2,c317032210003
B107,1,c317032510001
E102,2,c317032510001
E101,3,c317032510001
A103,1,c317032510001
C102,4,c317032710001
A105,2,c317032710001
A106,4,c317032710001
C106,6,c317032710001
C107,3,c317032810003
E103,5,c317032810003
C105,2,c317032810003
C108,5,c317032810003
D109,7,c317033110001
D107,5,c317033110001
A107,4,c317033110001
A103,2,c317033110001
C102,3,c317050110001
E104,4,c317050110001
C107,5,c317050110001
B103,2,c317050110001
B104,7,c317051210001
A104,5,c317051210001
A107,4,c317051210001
A105,3,c317051210001
E103,7,c317051310001
D103,4,c317051310001
D108,5,c317051310001
D104,3,c317051310001
A105,2,c317052310001
A102,5,c317052310001
A103,5,c317052310001
B106,2,c317052310001
C104,8,c317052510001
B101,2,c317052510001
A105,3,c317052510001
C102,4,c317052510001
B105,3,c317053010001
A108,3,c317053010001
A110,7,c317053010001
D108,3,c317053010001
A108,2,c317070310002
E102,1,c317070310002
B105,1,c317070310002
A105,3,c317070310002
E102,3,c317070510002
B104,2,c317070510002
A110,4,c317070510002
C103,4,c317070510002
B107,4,c317070610003
D108,3,c317070610003
E103,2,c317070610003
A110,4,c317070610003
E101,5,c317070910002
C103,7,c317070910002
E104,6,c317070910002
D103,3,c317070910002
C101,2,c317071410002
B105,3,c317071410002
C104,7,c317071410002
D102,1,c317071410002
C107,3,c317072610002
D107,2,c317072610002
E104,2,c317072610002
A104,4,c317072610002
A107,7,c317072810002
D105,5,c317072810002
A109,4,c317072810002
C107,3,c317072810002
A110,9,c317080210003
E102,2,c317080210003
E104,3,c317080210003
A105,1,c317080210003
C101,4,c317080310003
D106,2,c317080310003
C108,1,c317080310003
B105,3,c317080310003
B107,3,c317080810003
E102,5,c317080810003
A106,4,c317080810003
A103,1,c317080810003
D105,2,c317081710002
E105,1,c317081710002
E102,3,c317081710002
C104,5,c317081710002
A107,4,c317082110002
D105,2,c317082110002
E105,3,c317082110002
A104,6,c317082110002
B103,4,c317082710002
C102,2,c317082710002
E105,3,c317082710002
A104,3,c317082710002
A109,4,c317082810002
A101,3,c317082810002
D103,5,c317082810002
D101,4,c317082810002
B107,2,c317082910003
E102,5,c317082910003
E101,2,c317082910003
A103,3,c317082910003
C102,3,c317083010003
A105,1,c317083010003
A106,3,c317083010003
C106,1,c317083010003
C107,7,c317090210001
E103,2,c317090210001
C105,1,c317090210001
C108,4,c317090210001
D109,3,c317090710001
D107,2,c317090710001
A107,4,c317090710001
A103,3,c317090710001
C102,6,c317090810001
E104,7,c317090810001
C107,5,c317090810001
B103,3,c317090810001
B104,6,c317090910001
A104,3,c317090910001
A107,2,c317090910001
A105,2,c317090910001
E103,3,c317091010001
D103,3,c317091010001
D108,1,c317091010001
D104,3,c317091010001
B107,1,c317091410003
D108,7,c317091410003
E103,2,c317091410003
A110,5,c317091410003
E101,2,c317091510003
C103,1,c317091510003
E104,4,c317091510003
D103,4,c317091510003
C101,2,c317092010003
B105,1,c317092010003
C104,2,c317092010003
D102,2,c317092010003
C107,3,c317092110003
D107,4,c317092110003
E104,2,c317092110003
A104,2,c317092110003
A107,1,c317092510003
D105,2,c317092510003
A109,3,c317092510003
C107,1,c317092510003
A110,4,c317092610003
E102,2,c317092610003
E104,4,c317092610003
A105,6,c317092610003
C101,3,c317100110001
D106,5,c317100110001
C108,2,c317100110001
B105,5,c317100110001
B107,7,c317100210001
E102,5,c317100210001
A106,4,c317100210001
A103,2,c317100210001
D105,3,c317100310001
E105,4,c317100310001
E102,5,c317100310001
C104,2,c317100310001
A107,7,c317110110002
D105,5,c317110110002
E105,4,c317110110002
A104,3,c317110110002
B103,7,c317110610002
C102,4,c317110610002
E105,5,c317110610002
A104,3,c317110610002
A109,2,c317110710002
A101,5,c317110710002
D103,5,c317110710002
D101,2,c317110710002
B107,8,c317111310002
E102,2,c317111310002
E101,3,c317111310002
A103,4,c317111310002
C102,3,c317111410002
A105,3,c317111410002
A106,7,c317111410002
C106,3,c317111410002
C107,2,c317111710002
E103,1,c317111710002
C105,1,c317111710002
C108,3,c317111710002
D109,3,c317112210002
D107,2,c317112210002
A107,4,c317112210002
A103,4,c317112210002
C102,4,c317112310002
E104,3,c317112310002
C107,2,c317112310002
B103,4,c317112310002
B104,5,c317112410002
A104,7,c317112410002
A107,6,c317112410002
A105,3,c317112410002
E103,2,c317112510002
D103,3,c317112510002
D108,7,c317112510002
D104,1,c317112510002
A105,3,c317120410002
A102,2,c317120410002
A103,2,c317120410002
B106,4,c317120410002
C104,7,c317120510002
B101,5,c317120510002
A105,4,c317120510002
C102,3,c317120510002
B105,9,c317120810002
A108,2,c317120810002
A110,3,c317120810002
D108,1,c317120810002
A108,4,c317121310003
E102,2,c317121310003
B105,1,c317121310003
A105,3,c317121310003
E102,3,c317121410002
B104,5,c317121410002
A110,4,c317121410002
C103,1,c317121410002
B107,2,c317121410003
D108,1,c317121410003
E103,3,c317121410003
A110,5,c317121410003
E101,4,c317121510002
C103,2,c317121510002
E104,3,c317121510002
D103,6,c317121510002
C101,4,c317122010003
B105,2,c317122010003
C104,3,c317122010003
D102,3,c317122010003
C107,4,c317122110003
D107,3,c317122110003
